2882,same,0.9886222222222222
2250,same,0.6737777777777778
1896,different,0.9749666666666666
1435,different,0.9962555555555556
418,different,0.9592552185058594
3734,same,0.9699555555555556
844,different,0.14229583740234375
192,different,0.9554862976074219
2481,same,0.9975111111111111
1943,different,1.0
2292,same,0.9937777777777778
1243,different,0.9995444444444445
1029,different,0.9746
2122,same,0.8615111111111111
3897,same,0.9832888888888889
1423,different,0.9804333333333334
3241,same,0.976
3087,same,0.6032
3150,same,0.8849777777777778
2301,same,0.7944888888888889
1422,different,0.5864
1915,different,0.9950444444444444
3275,same,0.7953777777777777
439,different,1.0
3546,different,0.9818666666666667
667,different,0.9938392639160156
232,different,0.992401123046875
2969,same,0.9710222222222222
1191,different,0.9195888888888889
2758,same,0.9898666666666667
2032,same,0.7944888888888889
3065,same,0.9722666666666666
1613,different,0.9978777777777778
1465,different,0.4963444444444444
3171,same,1.0
307,different,1.0
1816,different,0.9998777777777778
3429,same,0.8856888888888889
3874,same,0.5628444444444445
1256,different,0.4219
494,different,0.9991073608398438
2768,same,0.9854222222222222
1367,different,0.7993333333333333
1907,different,0.9565222222222223
1440,different,0.9336777777777778
1820,different,0.7958555555555555
1562,different,0.4041444444444444
1326,different,0.5789222222222222
3756,same,0.9848888888888889
1872,different,0.2697555555555556
103,different,0.16052627563476562
2200,same,0.9543111111111111
1158,different,0.5770888888888889
2542,same,0.6554666666666666
3573,same,0.9882666666666666
483,different,0.9144554138183594
1362,different,0.9893555555555555
724,different,1.0
930,different,0.9628715515136719
3520,same,0.9745777777777778
438,different,0.9978561401367188
1568,different,0.2850666666666667
1317,different,0.9996333333333334
757,different,0.9980430603027344
779,different,0.7826042175292969
1064,same,0.08697777777777778
1970,different,0.6260555555555556
2877,same,0.6154666666666667
73,different,0.9519538879394531
1566,different,0.9303333333333333
2981,same,0.9861333333333333
1434,different,0.8086777777777778
13,different,0.22848129272460938
2735,same,0.9918222222222223
2306,same,0.7523555555555556
3415,different,0.6604444444444444
3303,same,0.9895111111111111
3868,same,0.9886222222222222
536,different,0.9532890319824219
125,different,0.7196159362792969
657,different,0.9749526977539062
638,different,0.9952850341796875
